text,Toxic,MedicalTerminology,NonToxic,MinorityGroup,sentence_length
не е леко особено ако си зависим и от чужди финанси,0.0,0.0,1.0,0.0
много го наблюдавам говоря стремя се да се уведомявам за приятелския му кръг колкото и да е трудно вече,0.0,0.0,1.0,0.0
аз бях много изнежена като дете после взех нещата в мои ръце и се оправих,0.0,0.0,1.0,0.0
мат осъзнава че врагът има шпиони в лагера му и започва непрестанно да импровизира тактика на момента променяйки постоянно плановете си и не смеейки да се довери на никого,0.0,0.0,1.0,0.0
всички разходи свързани с участието в играта на участника като достъп до интернет мрежата и др,0.0,0.0,1.0,0.0
не че rorik не би го помислила,0.0,0.0,1.0,0.0
отиде ни и тази година реколтата еййй,0.0,0.0,1.0,0.0
от тук той загубва чичо си,0.0,0.0,1.0,0.0
някой му се обади по телефона на фекели според мен демир,0.0,0.0,1.0,0.0
защо реши че е тъпанарско,0.0,0.0,1.0,0.0
то направо е прелест,0.0,0.0,1.0,0.0
играта  великден с hellmann    s,0.0,0.0,1.0,0.0
какви по строги и тоталитарни правила от тези при война,0.0,0.0,1.0,0.0
човекът съм го гледал от самото му начало,0.0,0.0,1.0,0.0
пак ще звъня де то важното да не се мъчим всички вкъщи включително котаракът,0.0,0.0,1.0,0.0
бетюл се връща,0.0,0.0,1.0,0.0
закона е такъв и трябва да се спазва,0.0,0.0,1.0,0.0
възможно е ако не беше пробождането с акън никога не би казала на санджар за детето му,0.0,0.0,1.0,0.0
много айляк ми е човек,0.0,0.0,1.0,0.0
когато нещо ти тежицветната тема отворина красота се насладии всички грижи забравис добри хора споделивиртуално си поговорипроблема си изкажии китката обсъди,0.0,0.0,1.0,0.0
пеневи още в първото теглене спечелиха и орео ме убедиха че  здравей благодарим ти за споделеното наблюдение,0.0,0.0,1.0,0.0
сложили му кръпката на централно място си помислих но още не съм се събудила joy вероятно ще иска пари но от кого,0.0,0.0,1.0,0.0
за трети път те питам пак конкретно когато имаш предложения които считаш за изключително важни за своя сектор който ръководиш но те не се приемат от шефа ти ли си отговорен че не са се случили,0.0,0.0,1.0,0.0
хакан се доближава до мен и понижава озадачения си тон толкова че все пак да го чуя братле това май е момиче,0.0,0.0,1.0,0.0
много объркващи само му посланията по темата много бавно върви в посока взимане на решения и най вече тази глупост с топлото време все едно сме миналата година,0.0,0.0,1.0,0.0
днес си пуснах кръвен тест,0.0,0.0,1.0,0.0
ако единият от родителите има хетерозиготна мутация вероятността детето да наследи мутантен алел е,0.0,0.0,1.0,0.0
цената на артикулите са отгоре а не под него както е в другите магазини,0.0,0.0,1.0,0.0
кой ще е тоя луд да чака последния момент,0.0,0.0,1.0,0.0
нелепи ситуации малко смешки приятни гледки и толкова,0.0,0.0,1.0,0.0
тея дни само на женени чичаци ми върви,0.0,0.0,1.0,0.0
може да видите в балев био има пробиотик оптибак за бебе то е само с един щам бяха ми го препоръчали за запек,0.0,0.0,1.0,0.0
май точно ръкавиците които си спомня еля,0.0,0.0,1.0,0.0
при всички случаи едва ли ще идва за лошо,0.0,0.0,1.0,0.0
доколкото виждам няма място и отдолу,0.0,0.0,1.0,0.0
не оставя бял филм но и не матиратози месец марката има промоции редовата цена е около    лв,0.0,0.0,1.0,0.0
ще опитам да обясня,0.0,0.0,1.0,0.0
неизползваните и сгрешените бюлетини се преброяват преди отваряне на избирателната кутия опаковат се поотделно запечатват се с хартиена лента и се отстраняват от масата за броене,0.0,0.0,1.0,0.0
тогава направи чудеса от храброст за да открие какво му има,0.0,0.0,1.0,0.0
от летните сериали наистина има много сполучливи проекти и не пропускам да проверя да ли ще ми допадне нещо,0.0,0.0,1.0,0.0
теодор аха аха да ревне такъв да ти е съвестно и да го го кастриш и да го хвалиш,0.0,0.0,1.0,0.0
сещам се за още много но няма да ми стигне и цял ден да дрънкам,0.0,0.0,1.0,0.0
вече като проходи стабилно се минава на твърда подметка,0.0,0.0,1.0,0.0
още по кофти ако споделя споделена лична информация,0.0,0.0,1.0,0.0
пролактин при около    от болните със спя се наблюдава лекостепенно повишаване на нивото на пролактина което трябва задължително да се има предвид при вземане на решение за медикаменозно лечение особено когато се цели забременяване,0.0,0.0,1.0,0.0
не мога да реша коя ми харесва по малко,0.0,0.0,1.0,0.0
аз съм син на държавен служител и не говоря за такива неща не ме интересуват,0.0,0.0,1.0,0.0
беше забавно за два дни да съм мая но всъщност не съм,0.0,0.0,1.0,0.0
от няколко дни е много зле положението,0.0,0.0,1.0,0.0
никой не е толкова луд да остави нещата на самотек и да умират по улиците,0.0,0.0,1.0,0.0
помисли дали има смисъл защото явно нещата не са се оправили,0.0,0.0,1.0,0.0
защо от известно време по магазините продуктът не се нарича зехтин а маслинено масло някаква регулация ли има да не се използва думата зехтин,0.0,0.0,1.0,0.0
напротеинчила съм я зверски и е като метла което ми се ще да оправя,0.0,0.0,1.0,0.0
това що е така в приложението,0.0,0.0,1.0,0.0
здравейте и при нас предстои кандидатстване за първи клас,0.0,0.0,1.0,0.0
за ара не му пука как изглежда и едва ли се вълнува ит мнението тиа аз всъщност съм профан нямам музикално образование,0.0,0.0,1.0,0.0
помислих си защо по дяволите не са заедно,0.0,0.0,1.0,0.0
нарязана или настъргана и във фризера,0.0,0.0,1.0,0.0
и няма как да сравнявам неотолозите с тези от токуда,0.0,0.0,1.0,0.0
елинор айде за да има мир да се игнорираме искаш ли,0.0,0.0,1.0,0.0
като че авторът е искал да наблегне на момента на надвисналата смърт засили е ужаса в сравнение с кутията и затова е трябвало избяга от мистерията,0.0,0.0,1.0,0.0
или пък просто ще постигнат своите цели и ще намерят някъде в галактиката някакво тихо и свободно кътче където да изживеят живота си,0.0,0.0,1.0,0.0
пека на    градуса двата блата едновременно за около   часа,0.0,0.0,1.0,0.0
последното което ми направи впечатление че едно от децата използва думичките от детска песничка и си мие ръцете косата и тялото според текста,0.0,0.0,1.0,0.0
е при нас беше майка пъстра птица ама то същото,0.0,0.0,1.0,0.0
но е ефектно направено,0.0,0.0,1.0,0.0
преди акаше по   пъти откакто се разболях и давахме адаптирано и замразена кърмя нещо стана и не ака,0.0,0.0,1.0,0.0
кураж краят е близко,0.0,0.0,1.0,0.0
зависи как се чувствашаз преминах през   вида хапчета и капки и като крайна мярка преди да се стигне до системи ми изписаха деганпо половин хапче когато повръщам,0.0,0.0,1.0,0.0
тези показатели могат да бъдат важна индикация в случай на здравословни усложнения при развиваща се пневмония или вирус включително covid,0.0,0.0,1.0,0.0
където ти падне май,0.0,0.0,1.0,0.0
аз бих добавила достатъчно сън     часа поне хидратация хранене в нормално време много движение навън намаляне на стреса на работа,0.0,0.0,1.0,0.0
демир правеше всичко възможно тайната за аднан да не се разкрие,0.0,0.0,1.0,0.0
значи невключването в програмата няма негативни последици при възползване от права напр,0.0,0.0,1.0,0.0
как само една жена се подаваше зад пердето и снимаше,0.0,0.0,1.0,0.0
аз го писах някъде в темите и до днес години минаха си говоря с него просто така като луд с шапката,0.0,0.0,1.0,0.0
ето пак чувство на вина,0.0,0.0,1.0,0.0
същия но без сокоизтисквачка,0.0,0.0,1.0,0.0
аз този път имах   вливки интралипид влива се бързо и не е болезнено,0.0,0.0,1.0,0.0
тя ако е искала сериозна връзка нямаше да стигнат до тук,0.0,0.0,1.0,0.0
не е ясно какво се случва в този конак където се виждат зюлейха юмит чува се азизе,0.0,0.0,1.0,0.0
виж целия постсподелиполезно цитирайppod         май            ч,0.0,0.0,1.0,0.0
ако говориш с мъжа – нека думите ти да са пълни с вяра ако мълчиш – нека тишината също бъде пълна с вяра в него,0.0,0.0,1.0,0.0
добри са резултатите,0.0,0.0,1.0,0.0
в бургас е разрешено провеждането на гей парад,0.0,0.0,0.0,1.0
съществува един сбъркан човек който е злоупотребил с теб и твоето доверие който те е заблудил че е бил нормален докато се обвържеш с него емоционално,0.0,0.0,1.0,0.0
толкова много радости ни поднесе накуп като за прощално че направи нашата тъга от приключването на сериала много по поносима макар и косвено,0.0,0.0,1.0,0.0
па хайде дано и на мене да се случи не че имам големи надежди де,0.0,0.0,1.0,0.0
и се зачудих попа не трябва ли да е след миокардита,0.0,0.0,1.0,0.0
днес и нашите карти излязоха и аз съм одобрена за същата стая,0.0,0.0,1.0,0.0
може ли като постваш    страници документ да кажеш поне приблизително на коя страница има предупреждение какво лекарство да не се приема преди ваксинацията,0.0,0.0,1.0,0.0
обяснението според мен е че курсистите правят всичко по бавно и за това не е добра идея да се кара на границата на законното,0.0,0.0,1.0,0.0
и аз съм отговорила ще гледам и заради двамата без да се вманичавам,0.0,0.0,1.0,0.0
д също е още нисък,0.0,0.0,1.0,0.0
информация за твърдостта на водата по региони източник http omekotenavoda,0.0,0.0,1.0,0.0
нито е чисто нито спретнато,0.0,0.0,1.0,0.0
парламентът има законодателна не изпълнителна власт,0.0,0.0,1.0,0.0
туиг бети прекрасни момчета,0.0,0.0,1.0,0.0
стигнах до там да не мога да спя от болки в ръцете загуба на мускулна маса пак там и невъзможността да държа в ръце нищо по тежко,0.0,0.0,1.0,0.0
колкото до недим някои хора в темата повтарят едно и също точно като него,0.0,0.0,1.0,0.0
актриси изиграли даяна,0.0,0.0,1.0,0.0
интересното е че прави паралел минало настояще и показват много от нещата за които си говорим,0.0,0.0,1.0,0.0
с  вероятно не ви е целта специално по ае,0.0,0.0,1.0,0.0
официалният старт е на   март от    часа,0.0,0.0,1.0,0.0
доволна съм че и сега започна да се включва и да ми помага за много неща,0.0,0.0,1.0,0.0
веднъж ще каже „толкова съм подтисната“,0.0,0.0,1.0,0.0
та е смешно точно гласували за слави да критикуват борисов за труповете,0.0,0.0,1.0,0.0
в малките магазини не продават истинска сметана само изкуствените боклуци,0.0,0.0,1.0,0.0
ама може и да съм в грешка може и от август да е,0.0,0.0,1.0,0.0
видял е опция да има с кого да разкърши дюшека като си дойде в българия или и той има чувства жена му не го разбира причини много,0.0,0.0,1.0,0.0
котката ни дето      давахме противозачатъчни вчера роди едно котенце,0.0,0.0,1.0,0.0
по форумите хората са патили от всякакви марки майстори търговци и сервизи,0.0,0.0,1.0,0.0
много полезна информация в последните постове,0.0,0.0,1.0,0.0
ако обаче вече сте подали своя ds    и се ожените докато чакате интервю можете да поискате от kcc да отключи формуляра ви най добрият вариант да им пишете имейл и след това да актуализирате своя ds    за да включите новия си съпруг включително да промените собствения си запис за да отразява вашия ново семейно положение,0.0,0.0,1.0,0.0
машината е на   месеца софийска вода,0.0,0.0,1.0,0.0
не се заяждам изобщо с теб,0.0,0.0,1.0,0.0
чуди се вуйчо ми как да я закара на лекар снимка,0.0,0.0,1.0,0.0
понеже без живков страни като италия франция и германия затънаха и още са в третия свят,0.0,0.0,1.0,0.0
в случаи на крайни  домошари и  авантюристи не мисля че в масата случаи би се стигнало въобще до деца,0.0,0.0,1.0,0.0
съдебните спорове на двойката продължиха четири години и едва тази година бившите съпрузи успяха да уредят някои въпроси свързани с попечителството,0.0,0.0,1.0,0.0
да вземат да се стиковат най после журналистите преди брифинг да си подготвят въпросите предварително и последователно защото става адската говорилня и се пропускат най важните отговори,0.0,0.0,1.0,0.0
не знам дали са го отхвърлили в последствие,0.0,0.0,1.0,0.0
йълмаз тръгна към мюжгян когато за себе си беше убеден че зюлейха вече не го обича и че любовта му към нея е вече несподелена и невъзможна,0.0,0.0,1.0,0.0
въпреки жалбата на бсп до конституционния съд и всичките ни битки да спасим здравните вноски на хората парите не бяха върнати в бюджета на нзок,0.0,0.0,1.0,0.0
дано в следващия епизод покажат какво се случи при тяхната мисия,0.0,0.0,1.0,0.0
най вероятно гафур го е видял и това ще е повод за гнева на демир към фекели,0.0,0.0,1.0,0.0
хаджигенов трябва доста да се ошлайфа и да спре да говори преди да мисли да напада преди да е проверил и изобщо да спре да дава дежурни сводки през фб профила си,0.0,0.0,1.0,0.0
вашите спят ли по цяла нощ,0.0,0.0,1.0,0.0
възможно е болката да идва от червата,0.0,0.0,1.0,0.0
това няма нищо общо с до,0.0,0.0,1.0,0.0
от намалението ще да е,0.0,0.0,1.0,0.0
а хаджигенов си е уличник там му е мястото заедно с бабиткото,0.0,0.0,1.0,0.0
само главата ми е под чадъра мажа се с фактор    ако въобще се намажа,0.0,0.0,1.0,0.0
за това началото ми е винаги мн орязано и чисто от към хранене както споделих при мен ефект винаги има и то никак не лош,0.0,0.0,1.0,0.0
аз се чудя как може да дадат на обикновен човек в смисъл който не се занимава професионално със спорт да тренира по два часа на ден,0.0,0.0,1.0,0.0
а още по малко повторих,0.0,0.0,1.0,0.0
лесбийството хомосексуализмът мазохизмът и садизмът не са извращения,0.0,0.0,1.0,0.0
родоскослероскалимноспатмоссиминисирос и др,0.0,0.0,1.0,0.0
той се премества с кейт в разтегнат селски имот в норфолк където те планират да отгледат двете си деца джордж и шарлот,0.0,0.0,1.0,0.0
ами зверски се надъхвам да направя всичко възможно да си увелича шансовете да видя децата си порастнали,0.0,0.0,1.0,0.0
в коя г,0.0,0.0,1.0,0.0
обстоятелствен излишно обяснява някакви неща покрай наистина важните точки,0.0,0.0,1.0,0.0
о вижте осанката на летисия в гръб,0.0,0.0,1.0,0.0
за себе си съм решила че бих си сложила спутник   седмици е времето между двете дози и дава добра защита,0.0,0.0,1.0,0.0
изведнъж се забърза за русе и приключи брефинга,0.0,0.0,1.0,0.0
доста семейни двойки използват презерватив като метод за предпазване,0.0,0.0,1.0,0.0
тя получи офертите в последният ден не очаквах че ще получи оферта от всички и не съм питала,0.0,0.0,1.0,0.0
страхотна тема дени,0.0,0.0,1.0,0.0
не е вярно,0.0,0.0,1.0,0.0
дали е любовник дали съпруг или само баща да децата който в хода на живота се е променил няма значение за мен,0.0,0.0,1.0,0.0
лъки защо мустака от едната страна е така накъдрен,0.0,0.0,1.0,0.0
иначе след малко се изстрелвам към внучките после до личния лекар на мъжа ми ще ходя следобяд,0.0,0.0,1.0,0.0
затова не можех да си позволя да остана без работа пък ако ще и     лв да ми остават защото     е по добре от,0.0,0.0,1.0,0.0
става все по неприятна,0.0,0.0,1.0,0.0
втората част от разказа беше за това как тази същата позната която едва не умряла казала че никога няма да си сложи ваксина защото родителите на дете в яслата на нейното починали след ваксинация и двамата,0.0,0.0,1.0,0.0
така в това за скалп можеш да сложиш във флорална вода от жасмин етерично масло от черен пипер не мирише силно а засилва кръвообръщението розмарин сладка мента джоджен,0.0,0.0,1.0,0.0
но каз ги видя прозря намерението му и впоследствие изигра самия аркен,0.0,0.0,1.0,0.0
аз отивам да плащам те ми викат плащане на задължения на умрял не може първо декларираш,0.0,0.0,1.0,0.0
убеден съм че ако вляза в басейна по костюм ще ме сметнат за пиян или луд,0.0,0.0,1.0,0.0
а нищо не променям даже ям дет се вика по здравословно,0.0,0.0,1.0,0.0
италианците евровизия са дали отрицателен тест за наркотици или поне вокалиста им дамиано дейвид който явно е яхнал вълната и е то,0.0,0.0,1.0,0.0
сестра ми миналата година мисля че с племенничката ми наредиха    желания,0.0,0.0,1.0,0.0
тази специално няма нужда от активиране въпреки това аз го правя,0.0,0.0,1.0,0.0
дано да е ок за сезона на трева макар че в момента кондиционно григор е зле и мислите му изобщо не са насочени към тениса така че не очаквам чудеса от него,0.0,0.0,1.0,0.0
привет идвам да споделя как мина вчерашния преглед при проф,0.0,0.0,1.0,0.0
със спиди идват нещат,0.0,0.0,1.0,0.0
казах за флажила тя се учуди как така той бил за гъбички,0.0,0.0,1.0,0.0
старото е зле ама поне си ги знаем а новите и сп са лоши и затова дайте си ни старите алтернатива няма,0.0,0.0,1.0,0.0
съм висока и съм    кг,0.0,0.0,1.0,0.0
та имам време и да поразтегна малко бр,0.0,0.0,1.0,0.0
няма да се притесняваме за застраховки кредити дълъг път и престой и не на послесно място езикова бариера,0.0,0.0,1.0,0.0
на цени около   лв,0.0,0.0,1.0,0.0
като знам какво стана там после с колко родители на деца с увреждания се срещнаха и какви истории стигнаха до мен на никого не му се иска да мисли за това ама,0.0,0.0,1.0,0.0
сценарий   брак след интервю след влизане в сащ но преди края на dv година    септември,0.0,0.0,1.0,0.0
ти себе си не искаш да разбереш и приемеш за човек очакваш другият да го направи,0.0,0.0,1.0,0.0
не се поколеба дори в този епизод искаше съвсем целенасочено да го отрови и убие,0.0,0.0,1.0,0.0
къв е тоя плейър свири ли трици,0.0,0.0,1.0,0.0
да варианта ни е ипотечен  потребителски,0.0,0.0,1.0,0.0
ама нищо де може и да се наложи лично да опитате от това лекарство,0.0,0.0,1.0,0.0
та съмнения има ли пулс нямаше,0.0,0.0,1.0,0.0
наличие на аглутинация а при нас няма такова нещо,0.0,0.0,1.0,0.0
бизнесът не се плаши толкова от разходи а от несигурност,0.0,0.0,1.0,0.0
в софия и в трите държавни училища за двете частни не знам с немски резултатите са много по слаби броят на скъсаните и на тези с в  също е осезаемо по голям,0.0,0.0,1.0,0.0
в крайна сметка как е правилно спутник   или спутник в,0.0,0.0,1.0,0.0
всичко се редува,0.0,0.0,1.0,0.0
освен това не очаквах в държавна болница да получа такова страхотно отношение и да видя такъв професионализъм,0.0,0.0,1.0,0.0
значи ако това беше филм щеше да е с егати наситеният сюжет joy то няма ден спокойствие,0.0,0.0,1.0,0.0
малко е занемарено и прашлясало но явно не виждат смисъл да го поддържат въпреки че новия едва ли ще отвори скоро,0.0,0.0,1.0,0.0
аз честно нея исках защото май само аз никога не съм имала престилка,0.0,0.0,1.0,0.0
досега флиртувала ли си сериозно с мъже онлайн,0.0,0.0,1.0,0.0
аз отговарям със същия тон да братле как е попаднала сред тези човекоподобни,0.0,0.0,1.0,0.0
става въпрос за получаване на субсидия която е обвързана с    часа работа на месец,0.0,0.0,1.0,0.0
сега освен тях имам каланхое засадих мини слънчогледи и лимонова трева,0.0,0.0,1.0,0.0
успях да си накупя вече втора ръка и запазени сега ще дебна за подложки тях мисля новички да взема,0.0,0.0,1.0,0.0
ако се разминават без значение дали са на       и    и без значение дали става дума секс или нещо друго пак няма да се чувстват добре един с друг,1.0,0.0,0.0,0.0
някъде тук прочетох пост че който не може да си позволи втора година майчинство да не ражда,0.0,0.0,1.0,0.0
нищо ми няма,0.0,0.0,1.0,0.0
снимката на борисов пред пирого е от вчера,0.0,0.0,1.0,0.0
сватбени агенции след празниците щели да протестират не било често всичко било отворено,0.0,0.0,1.0,0.0
освен това r  при covid дори не е най важната мярка за развитието на епидемията тъй като се оказва че заразяването е свръхдисперсирано т,0.0,0.0,1.0,0.0
неведнъж така някой се е издънвал,0.0,0.0,1.0,0.0
да но тук се разкоства в съвсем друга посока документална достоверност което на мен лично ми е смешно но явно много хора го приемат сериозно,0.0,0.0,1.0,0.0
нима там не е топло непрекъснато,0.0,0.0,1.0,0.0
topic       освен съчувствие ще получиш и адекватни съвети,0.0,0.0,1.0,0.0
и реших че няма да е зле да си купя тестове за овулация за да видя кога точно ще е и евентуално да наблегна на дните след положителният тест,0.0,0.0,1.0,0.0
това да но си е навиране на носа в чужд личен живот,0.0,0.0,1.0,0.0
сега изгледах и двата епизода,0.0,0.0,1.0,0.0
той измисли основното което беше най тъпото и зле презентирано но хората обичат пържолки и ще си ги харесат независимо какви гарнитури наплякаш около тях,0.0,0.0,1.0,0.0
и вече на втори план идва фактът че училището е платено и от там с качествени учители,0.0,0.0,1.0,0.0
добре изкарахме въздухът чудесен,0.0,0.0,1.0,0.0
да питам на каква температура давате водата,0.0,0.0,1.0,0.0
всяко лекарство носи риск,0.0,0.0,1.0,0.0
почти съм я събрала,0.0,0.0,1.0,0.0
аз отдавна не купувам суши шампоани вече защото са безсмислени а и докараха страхотен раздразнен сърбящ скалп на дъщеря ми от батист,0.0,0.0,1.0,0.0
seahorse от опит ли говориш,0.0,0.0,1.0,0.0
трябва да гледаш в очите когато се разделяш с някого,0.0,0.0,1.0,0.0
нека да кажем така че аз съм фен на споделянето на щастието си,0.0,0.0,1.0,0.0
мисля че както президентът не отговаря за  техническата реализация и визуализация на обръщението така е излишно да се търси и под вола теле само за да се наплюе минеков,0.0,0.0,1.0,0.0
нямаше никакви проблеми защото собствениците разрешиха като им обясниха проблема,0.0,0.0,1.0,0.0
неска нашият ми беше сърдит,0.0,0.0,1.0,0.0
крада си идеи за саксиите,0.0,0.0,1.0,0.0
камерата се отдръпва за да покаже свиващата се фигура на санджар прегърнал каврук и ние чуваме гласа на последния в прощално съобщение до любимия му ефе брат му и единственото семейство което някога е познавал,0.0,0.0,1.0,0.0
ама сега станаха много и просто не ми се занимава,0.0,0.0,1.0,0.0
а в друго училище всички са с под    т,0.0,0.0,1.0,0.0
а преди това сме в очакване на доза красота от nocturne cdn,0.0,0.0,1.0,0.0
може ли да попитам как го ползвате на влажна коса се пръска в корените и се разтрива,0.0,0.0,1.0,0.0
то реално ние още не се водим под отчет,0.0,0.0,1.0,0.0
във връзка с чл,0.0,0.0,1.0,0.0
гледам го въпросително питам го  какво правиш,0.0,0.0,1.0,0.0
достатъчно търпелив е бил да го криеш две години сякаш ти е любовник,0.0,0.0,1.0,0.0
моля за съвет,0.0,0.0,1.0,0.0
